iter	Logloss
282	0.4309718369
283	0.4308842675
284	0.4306079169
285	0.4305380965
286	0.4303129672
287	0.4300680635
288	0.4298883564
289	0.4296760251
290	0.4295552689
291	0.4294372752
292	0.4292855086
293	0.4291455745
294	0.4289660761
295	0.4287375402
296	0.4286085374
297	0.4284746637
298	0.428268491
299	0.4281150418
300	0.4279348569
301	0.4277948429
302	0.4277806514
303	0.4275864543
304	0.4274802129
305	0.4272356879
306	0.4272346266
307	0.4270155534
308	0.4270068896
309	0.4268675274
310	0.4266846725
311	0.426439548
312	0.4263066494
313	0.4262471539
314	0.4261222889
315	0.4259098587
316	0.4256736413
317	0.4255908711
318	0.4254931542
319	0.4253173717
320	0.4250992275
321	0.4249429241
322	0.4248150887
323	0.4246850021
324	0.4244712203
325	0.4243012564
326	0.4241161697
327	0.4239059961
328	0.4237135687
329	0.4236093736
330	0.4235301659
331	0.4233806437
332	0.4232603088
333	0.4229933582
334	0.4228728536
335	0.422734609
336	0.4225276781
337	0.422429511
338	0.4224041213
339	0.4221990692
340	0.4220879965
341	0.4219071543
342	0.4217908962
343	0.4216190793
344	0.4214111021
345	0.4212465256
346	0.4211346989
347	0.4209084369
348	0.4207633397
349	0.4206020517
350	0.4204224457
351	0.4202801844
352	0.4201195284
353	0.4200116137
354	0.4199171574
355	0.4198301912
356	0.4196104513
357	0.4194188899
358	0.4192816322
359	0.4191602514
360	0.4190388303
361	0.4189154447
362	0.4187321681
363	0.418653784
364	0.4185015199
365	0.4181937362
366	0.4180311286
367	0.4178242082
368	0.4176722415
369	0.4174717709
370	0.4173055067
371	0.4171948024
372	0.4170297666
373	0.4169276468
374	0.4167262858
375	0.4165511778
376	0.4163382546
377	0.4162273937
378	0.4160516937
379	0.4158607597
380	0.4155941806
381	0.415467872
382	0.4153358147
383	0.4153344103
384	0.4151537548
385	0.414886278
386	0.4145765436
387	0.4143938572
388	0.4141519803
389	0.413929786
390	0.4138051426
391	0.4137413091
392	0.413557576
393	0.4134806852
394	0.4133728392
395	0.4132347781
396	0.4130955814
397	0.4129004959
398	0.412730808
399	0.4125756473
400	0.4124225294
401	0.412331958
402	0.4121094063
403	0.4119788674
404	0.4118331738
405	0.4116593337
406	0.41145385
407	0.4111925819
408	0.4110698256
409	0.4109597544
410	0.4107568481
411	0.410685874
412	0.4106236491
413	0.4104527699
414	0.4102636289
415	0.4100699288
416	0.4099341022
417	0.4098071003
418	0.4096655978
419	0.4094814533
420	0.4093617499
421	0.4092238349
422	0.4090856422
423	0.4089565386
424	0.4088366547
425	0.4087339952
426	0.4085889768
427	0.4083788612
428	0.4081783386
429	0.4080407335
430	0.4078422151
431	0.4075937637
432	0.4073933619
433	0.4072435317
434	0.4071355257
435	0.4069781855
436	0.4068278122
437	0.4067271313
438	0.4065836908
439	0.4065090196
440	0.4063239936
441	0.4061112234
442	0.4058582784
443	0.4056619233
444	0.4054223397
445	0.4052885455
446	0.4051105279
447	0.4048918784
448	0.4047235223
449	0.4045741013
450	0.4043633152
451	0.4042084037
452	0.4041370254
453	0.4040275491
454	0.4038108442
455	0.4036472674
456	0.4035575656
457	0.4034406543
458	0.4032501571
459	0.4029980488
460	0.4028963813
461	0.4028280501
462	0.4027449315
463	0.402578749
464	0.4024760594
465	0.4023234488
466	0.4021875886
467	0.4020423675
468	0.4018732675
469	0.4017139502
470	0.4015931229
471	0.4014481069
472	0.4013523179
473	0.4011817276
474	0.4010334475
475	0.4008216264
476	0.4006919596
477	0.4005239411
478	0.4003691114
479	0.4002561066
480	0.4000157225
481	0.3999141628
482	0.399767748
483	0.3995614306
484	0.3993806635
485	0.3992586391
486	0.3991234509
487	0.3988919149
488	0.3987838421
489	0.3986116805
490	0.3984589556
491	0.3983274151
492	0.3982561942
493	0.3980752317
494	0.3979287252
495	0.3977584046
496	0.3976596373
497	0.3975298785
498	0.3973987555
499	0.3971428592
500	0.3970254354
501	0.396872865
502	0.3967042176
503	0.3964314133
504	0.3963500975
505	0.3962577574
506	0.3960974492
507	0.3960206156
508	0.3958953715
509	0.3957424659
510	0.3955289737
511	0.3953818583
512	0.3952178773
513	0.3950243632
514	0.3949034431
515	0.394649086
516	0.3944271074
517	0.3942815024
518	0.3941717448
519	0.3940830861
520	0.3939935871
521	0.3938894464
522	0.393756723
523	0.3936091332
524	0.393400647
525	0.3932247996
526	0.3930710561
527	0.3930076409
528	0.3929289543
529	0.3928470946
530	0.392681789
531	0.3925256038
532	0.3924309609
533	0.392324259
534	0.3921323497
535	0.3920119546
536	0.3918777892
537	0.3917048337
538	0.3915880877
539	0.3914076021
540	0.3912419479
541	0.3911886466
542	0.3910839826
543	0.390935321
544	0.3907597226
545	0.3906393936
546	0.3905179094
547	0.3903166251
548	0.390136159
549	0.3899930048
550	0.3898700825
551	0.3897175576
552	0.3895147857
553	0.389421944
554	0.3892444305
555	0.3890379794
556	0.3889153255
557	0.3887190839
558	0.3885665201
559	0.3885013527
560	0.3883870497
561	0.3882392071
562	0.3880674234
563	0.3879524484
564	0.3876844506
565	0.3874753111
566	0.3873920582
567	0.3872870291
568	0.3872135634
569	0.3870511001
570	0.386890264
571	0.3867405774
572	0.3865946853
573	0.3864426934
574	0.3862866178
575	0.3860610927
576	0.3859477521
577	0.3858325751
578	0.3856843167
579	0.3855071805
580	0.3853653686
581	0.3852788678
582	0.3850724376
583	0.3848565856
584	0.3847947683
585	0.3846544432
586	0.3845051181
587	0.3843081584
588	0.3841513441
589	0.383994829
590	0.3838602039
591	0.3836048683
592	0.3834734616
593	0.3833285933
594	0.3831546458
595	0.3829986594
596	0.3828337605
597	0.3827693786
598	0.3826610778
599	0.3825182993
600	0.3823915446
601	0.3822817954
602	0.3821718144
603	0.3820940943
604	0.3820035545
605	0.3819393691
606	0.3817497864
607	0.3815835071
608	0.3813750788
609	0.3812740927
610	0.381155565
611	0.3810626873
612	0.380824456
613	0.3807046349
614	0.3805709646
615	0.3805099067
616	0.3804648315
617	0.3803241552
618	0.380193709
619	0.3801290887
620	0.380071143
621	0.3799489517
622	0.3797923718
623	0.3796326347
624	0.3794629471
625	0.3793403508
626	0.3791915463
627	0.3790761161
628	0.3788879491
629	0.3788446495
630	0.3787192696
631	0.3785819478
632	0.3784324794
633	0.3783249978
634	0.3782321611
635	0.3781096756
636	0.3779828601
637	0.3778719105
638	0.3778361627
639	0.3777418528
640	0.3775987548
641	0.3774429485
642	0.3773245397
643	0.3771954925
644	0.3769745232
645	0.3768843437
646	0.3767278395
647	0.3765928397
648	0.3764777837
649	0.3762939368
650	0.3761951023
651	0.3760448984
652	0.3759223582
653	0.3757841862
654	0.3756416209
655	0.3755537312
656	0.3753628455
657	0.3752532608
658	0.3751438671
659	0.3750321882
660	0.3748736237
661	0.3747854217
662	0.3746860172
663	0.3746155216
664	0.3744802744
665	0.3744063921
666	0.3742765918
667	0.3741505995
668	0.3740355713
669	0.3739363536
670	0.3738457455
671	0.3737355008
672	0.3736384595
673	0.3735320725
674	0.3733933107
675	0.3732495968
676	0.3730755019
677	0.3729669715
678	0.3728568691
679	0.3727784476
680	0.3726556059
681	0.3724861219
682	0.3722802818
683	0.3721262806
684	0.3719480942
685	0.3718033634
686	0.3716246181
687	0.371463244
688	0.3712967855
689	0.371243814
690	0.3711495881
691	0.3710257479
692	0.3709175111
693	0.3707447332
694	0.3705564523
695	0.370434807
696	0.3703044728
697	0.3701545365
698	0.3700516946
699	0.3698818444
700	0.3697616716
701	0.3696565853
702	0.3695316352
703	0.369417376
704	0.3693218206
705	0.3692933211
706	0.3691894338
707	0.3690900408
708	0.3690278125
709	0.3688531723
710	0.368742474
711	0.3686278157
712	0.3684617015
713	0.3683696258
714	0.3682180331
715	0.3681157851
716	0.3678813991
717	0.3677623766
718	0.367721087
719	0.3676142881
720	0.3674654486
721	0.3673754539
722	0.367299008
723	0.3672082309
724	0.3671012521
725	0.3669980988
726	0.366907168
727	0.3668243316
728	0.3667021253
729	0.3666428744
730	0.3664926774
731	0.3663860397
732	0.3662672688
733	0.3661838351
734	0.3660483167
735	0.3659525493
736	0.3658007892
737	0.3656684696
738	0.3655888334
739	0.3654393961
740	0.3652967671
741	0.3651817196
742	0.3650924224
743	0.3650107809
744	0.3648642146
745	0.3647851951
746	0.3646430712
747	0.3645450655
748	0.3644389114
749	0.3643112645
750	0.3642122309
751	0.3641040832
752	0.3639926133
753	0.3638462857
754	0.3636399992
755	0.3635001298
756	0.3633654497
757	0.3632823804
758	0.3631888317
759	0.3631007344
760	0.3629985671
761	0.3628718728
762	0.3627502963
763	0.3626608419
764	0.3625862615
765	0.3624376424
766	0.3623772118
767	0.3621574678
768	0.3620431273
769	0.3619619811
770	0.3618394113
771	0.3616334981
772	0.3615518022
773	0.3614448175
774	0.3613356037
775	0.3612185485
776	0.361098837
777	0.3610133291
778	0.3609175894
779	0.3608767743
780	0.3607534287
781	0.3606351451
782	0.3605175639
783	0.3604726768
784	0.3604383473
785	0.3602497617
786	0.3601575838
787	0.3600291784
788	0.3599500416
789	0.3598188758
790	0.3596652567
791	0.3595775043
792	0.359421513
793	0.3593349456
794	0.3591229077
795	0.3590218798
796	0.3589259074
797	0.3588392628
798	0.358759221
799	0.3586744028
800	0.3586266857
801	0.3585232663
802	0.3583492533
803	0.3582972606
804	0.3581563966
805	0.3580679967
806	0.3579756883
807	0.3578033138
808	0.3577239639
809	0.3576353009
810	0.3575532739
811	0.3574695744
812	0.3573648434
813	0.3571958764
814	0.3570518919
815	0.3569629138
816	0.356889365
817	0.3568160867
818	0.3567088971
819	0.3565206019
820	0.356344388
821	0.3562992958
822	0.3561996149
823	0.3561276624
824	0.3559988039
825	0.3558789591
826	0.3557964037
827	0.3557174773
828	0.3556372889
829	0.3555153017
830	0.3553759015
831	0.355258156
832	0.3551134719
833	0.3550520038
834	0.3549176999
835	0.3548764729
836	0.3547075081
837	0.3546017807
838	0.3545273408
839	0.3543368358
840	0.3541970371
841	0.3540843151
842	0.353888933
843	0.3537938564
844	0.3537278132
845	0.3535907825
846	0.3534997154
847	0.3533217698
848	0.3532215643
849	0.3531321965
850	0.3530239138
851	0.3529273833
852	0.3528550248
853	0.3526972094
854	0.352627803
855	0.352523862
856	0.3523872846
857	0.352306564
858	0.3521375607
859	0.3520499929
860	0.3518561025
861	0.3516604599
862	0.3515934834
863	0.3514387421
864	0.3512603501
865	0.351191043
866	0.3511079136
867	0.3510456122
868	0.3509167616
869	0.3507607517
870	0.3506549027
871	0.3505737376
872	0.3504128745
873	0.3503545796
874	0.3502388523
875	0.3501957909
876	0.3500830342
877	0.3499966017
878	0.3499271136
879	0.3498425909
880	0.3497444822
881	0.3496888907
882	0.3495438242
883	0.3494391945
884	0.3492824665
885	0.3491750373
886	0.3490274061
887	0.348935269
888	0.3488383218
889	0.3488018682
890	0.3486568779
891	0.348493679
892	0.348339064
893	0.3481239242
894	0.3479943731
895	0.3478972312
896	0.347742358
897	0.347596049
898	0.3475119215
899	0.347448819
900	0.3473272132
901	0.3472268168
902	0.3471208551
903	0.3470644241
904	0.346888124
905	0.3468666814
906	0.346774382
907	0.3466298946
908	0.3464793577
909	0.3463943276
910	0.3462383972
911	0.3461203554
912	0.3460047002
913	0.3458474421
914	0.345698462
915	0.3456267911
916	0.3455113938
917	0.3453658881
918	0.345272589
919	0.3452098587
920	0.3450932372
921	0.3450574905
922	0.3449956842
923	0.344913673
924	0.3448525944
925	0.3447274046
926	0.3445852444
927	0.3444129038
928	0.3442932616
929	0.3442090295
930	0.3440514832
931	0.3439760893
932	0.3438943437
933	0.3437917093
934	0.343650411
935	0.3435573052
936	0.3434001213
937	0.3432218639
938	0.3431315866
939	0.3430251811
940	0.3428486895
941	0.3427443148
942	0.3426020699
943	0.3424987847
944	0.3424407199
945	0.3423747049
946	0.3422920489
947	0.3422246263
948	0.3421758423
949	0.3420525672
950	0.3419651162
951	0.3418672527
952	0.3417882335
953	0.3416949551
954	0.3415380769
955	0.3414474128
956	0.3413445677
957	0.3412090619
958	0.3410796906
959	0.340887905
960	0.3408579716
961	0.3407780034
962	0.3406619424
963	0.3405117482
964	0.3403927285
965	0.340209435
966	0.3400822805
967	0.3399494201
968	0.3398331077
969	0.3397318942
970	0.3395959327
971	0.3395004271
972	0.3393533356
973	0.3392046276
974	0.3391121114
975	0.3389421723
976	0.3388722201
977	0.3387105343
978	0.3386278899
979	0.3385165307
980	0.3384023296
981	0.3382310885
982	0.3381070668
983	0.3380579009
984	0.3379411964
985	0.33780772
986	0.3376980841
987	0.3375931663
988	0.3375298903
989	0.3374294646
990	0.3373160685
991	0.3372050579
992	0.3371317587
993	0.3370615491
994	0.3369731637
995	0.3368010457
996	0.3367028017
997	0.336636646
998	0.3365590499
999	0.3364790634
