iter	Passed	Remaining
457	8216	9723
458	8227	9697
459	8261	9698
460	8275	9676
461	8291	9655
462	8306	9634
463	8321	9613
464	8352	9609
465	8374	9596
466	8387	9572
467	8406	9555
468	8429	9543
469	8441	9519
470	8453	9494
471	8471	9476
472	8502	9473
473	8513	9447
474	8522	9420
475	8538	9399
476	8555	9380
477	8566	9355
478	8592	9345
479	8600	9316
480	8614	9294
481	8636	9281
482	8647	9255
483	8676	9250
484	8689	9226
485	8702	9203
486	8716	9182
487	8728	9157
488	8742	9135
489	8755	9112
490	8770	9091
491	8785	9071
492	8795	9045
493	8825	9040
494	8838	9017
495	8854	8997
496	8885	8992
497	8904	8976
498	8919	8955
499	8931	8931
500	8950	8914
501	8961	8890
502	8972	8865
503	8986	8844
504	9001	8823
505	9012	8798
506	9021	8772
507	9035	8750
508	9050	8730
509	9059	8703
510	9083	8692
511	9094	8667
512	9102	8641
513	9120	8623
514	9139	8606
515	9148	8580
516	9159	8556
517	9177	8539
518	9191	8518
519	9200	8492
520	9219	8476
521	9236	8457
522	9246	8433
523	9262	8413
524	9286	8402
525	9298	8379
526	9361	8402
527	9460	8457
528	9471	8432
529	9482	8409
530	9561	8444
531	9572	8421
532	9584	8397
533	9658	8428
534	9672	8406
535	9683	8382
536	9722	8382
537	9737	8361
538	9752	8341
539	9824	8368
540	9835	8344
541	9851	8324
542	9874	8310
543	9886	8286
544	9949	8306
545	9964	8285
546	9985	8269
547	9996	8245
548	10011	8224
549	10017	8196
550	10024	8168
551	10030	8140
552	10036	8112
553	10050	8091
554	10065	8070
555	10077	8047
556	10093	8027
557	10116	8013
558	10127	7989
559	10136	7964
560	10142	7937
561	10154	7914
562	10168	7892
563	10178	7868
564	10191	7846
565	10206	7826
566	10217	7802
567	10229	7780
568	10236	7753
569	10247	7730
570	10260	7708
571	10267	7682
572	10280	7661
573	10298	7642
574	10307	7618
575	10321	7597
576	10330	7573
577	10340	7549
578	10354	7528
579	10360	7502
580	10373	7481
581	10385	7459
582	10391	7432
583	10398	7407
584	10404	7380
585	10415	7358
586	10420	7331
587	10429	7307
588	10438	7284
589	10445	7259
590	10451	7232
591	10455	7206
592	10462	7180
593	10467	7154
594	10475	7130
595	10484	7106
596	10492	7082
597	10499	7058
598	10506	7033
599	10513	7009
600	10524	6987
601	10530	6962
602	10538	6938
603	10543	6912
604	10551	6888
605	10557	6864
606	10577	6848
607	10588	6826
608	10601	6806
609	10607	6781
610	10618	6760
611	10626	6736
612	10638	6716
613	10659	6701
614	10671	6680
615	10688	6662
616	10698	6640
617	10709	6619
618	10718	6597
619	10723	6572
620	10732	6549
621	10746	6531
622	10756	6509
623	10768	6488
624	10779	6467
625	10786	6444
626	10794	6421
627	10800	6397
628	10810	6376
629	10816	6352
630	10826	6331
631	10832	6307
632	10845	6287
633	10856	6267
634	10862	6243
635	10873	6223
636	10881	6200
637	10888	6178
638	10900	6158
639	10921	6143
640	10934	6124
641	10943	6102
642	10951	6080
643	10959	6058
644	10965	6035
645	10970	6011
646	10978	5989
647	10984	5966
648	10992	5945
649	11008	5927
650	11022	5908
651	11027	5885
652	11040	5866
653	11048	5845
654	11053	5822
655	11062	5800
656	11071	5780
657	11084	5761
658	11098	5742
659	11106	5721
660	11115	5700
661	11121	5678
662	11130	5657
663	11136	5635
664	11147	5615
665	11160	5597
666	11166	5575
667	11178	5555
668	11185	5534
669	11191	5512
670	11197	5490
671	11229	5481
672	11243	5463
673	11252	5442
674	11267	5425
675	11277	5405
676	11289	5386
677	11301	5367
678	11313	5348
679	11320	5327
680	11326	5305
681	11336	5285
682	11351	5268
683	11371	5253
684	11388	5237
685	11404	5220
686	11411	5199
687	11419	5178
688	11427	5158
689	11432	5136
690	11442	5116
691	11448	5095
692	11460	5077
693	11481	5062
694	11493	5043
695	11505	5025
696	11515	5006
697	11523	4985
698	11531	4965
699	11538	4945
700	11549	4926
701	11560	4907
702	11571	4888
703	11580	4868
704	11585	4847
705	11591	4826
706	11596	4805
707	11606	4787
708	11613	4766
709	11624	4748
710	11632	4728
711	11644	4710
712	11650	4689
713	11658	4670
714	11664	4649
715	11673	4630
716	11680	4610
717	11688	4590
718	11703	4573
719	11715	4555
720	11727	4537
721	11735	4518
722	11741	4498
723	11751	4479
724	11759	4460
725	11767	4441
726	11776	4422
727	11785	4403
728	11796	4385
729	11803	4365
730	11812	4346
731	11818	4327
732	11827	4308
733	11833	4288
734	11841	4269
735	11850	4250
736	11866	4234
737	11877	4216
738	11883	4197
739	11906	4183
740	11916	4165
741	11926	4147
742	11933	4127
743	11945	4110
744	11953	4091
745	11960	4072
746	12008	4067
747	12054	4061
748	12068	4044
749	12125	4041
750	12141	4025
751	12155	4008
752	12172	3992
753	12207	3982
754	12266	3980
755	12279	3963
756	12334	3959
757	12344	3941
758	12354	3922
759	12405	3917
760	12419	3900
761	12436	3884
762	12452	3867
763	12465	3850
764	12474	3831
765	12488	3815
766	12501	3797
767	12515	3780
768	12530	3763
769	12547	3747
770	12561	3731
771	12568	3711
772	12573	3692
773	12579	3673
774	12588	3654
775	12594	3635
776	12603	3617
777	12612	3599
778	12621	3580
779	12631	3562
780	12637	3543
781	12643	3524
782	12650	3506
783	12656	3486
784	12663	3468
785	12673	3450
786	12690	3434
787	12706	3418
788	12723	3402
789	12739	3386
790	12755	3370
791	12790	3359
792	12802	3341
793	12811	3323
794	12835	3309
795	12858	3295
796	12870	3278
797	12882	3260
798	12906	3246
799	12925	3231
800	12937	3214
801	12979	3204
802	12994	3187
803	13004	3170
804	13054	3162
805	13068	3145
806	13078	3127
807	13106	3114
808	13120	3097
809	13137	3081
810	13159	3066
811	13170	3049
812	13181	3031
813	13210	3018
814	13220	3001
815	13247	2987
816	13270	2972
817	13292	2957
818	13308	2941
819	13319	2923
820	13335	2907
821	13351	2891
822	13362	2873
823	13405	2863
824	13420	2846
825	13434	2830
826	13479	2819
827	13491	2802
828	13507	2786
829	13532	2771
830	13558	2757
831	13569	2739
832	13581	2722
833	13634	2713
834	13649	2697
835	13657	2679
836	13683	2664
837	13697	2647
838	13724	2633
839	13762	2621
840	13775	2604
841	13785	2586
842	13821	2574
843	13830	2556
844	13853	2541
845	13893	2528
846	13907	2512
847	13921	2495
848	13928	2477
849	13960	2463
850	13973	2446
851	13989	2430
852	14035	2418
853	14043	2400
854	14054	2383
855	14099	2371
856	14111	2354
857	14122	2337
858	14137	2320
859	14166	2306
860	14182	2289
861	14225	2277
862	14237	2260
863	14252	2243
864	14290	2230
865	14306	2213
866	14321	2196
867	14338	2180
868	14350	2163
869	14375	2148
870	14385	2130
871	14404	2114
872	14433	2099
873	14444	2082
874	14458	2065
875	14475	2049
876	14489	2032
877	14552	2022
878	14562	2004
879	14578	1988
880	14620	1974
881	14639	1958
882	14654	1941
883	14740	1934
884	14759	1917
885	14772	1900
886	14873	1894
887	14884	1877
888	14896	1860
889	14983	1851
890	15000	1835
891	15014	1817
892	15086	1807
893	15096	1789
894	15112	1772
895	15197	1763
896	15210	1746
897	15222	1729
898	15238	1712
899	15251	1694
900	15267	1677
901	15299	1662
902	15308	1644
903	15373	1632
904	15413	1617
905	15428	1600
906	15444	1583
907	15478	1568
908	15490	1550
909	15499	1532
910	15528	1517
911	15541	1499
912	15550	1481
913	15610	1468
914	15622	1451
915	15631	1433
916	15643	1415
917	15709	1403
918	15721	1385
919	15743	1369
920	15838	1358
921	15869	1342
922	15883	1325
923	15981	1314
924	16003	1297
925	16015	1279
926	16067	1265
927	16081	1247
928	16098	1230
929	16113	1212
930	16139	1196
931	16172	1179
932	16210	1164
933	16230	1146
934	16251	1129
935	16295	1114
936	16304	1096
937	16319	1078
938	16332	1060
939	16345	1043
940	16361	1025
941	16385	1008
942	16398	991
943	16427	974
944	16436	956
945	16466	939
946	16482	922
947	16497	904
948	16532	888
949	16548	870
950	16566	853
951	16596	836
952	16612	819
953	16625	801
954	16657	784
955	16687	768
956	16792	754
957	16812	737
958	16828	719
959	16868	702
960	16909	686
961	16919	668
962	16931	650
963	16966	633
964	16991	616
965	17001	598
966	17020	580
967	17030	562
968	17059	545
969	17073	528
970	17085	510
971	17112	492
972	17126	475
973	17139	457
974	17175	440
975	17220	423
976	17235	405
977	17271	388
978	17289	370
979	17299	353
980	17317	335
981	17330	317
982	17347	300
983	17360	282
984	17376	264
985	17397	247
986	17423	229
987	17431	211
988	17444	194
989	17454	176
990	17467	158
991	17478	140
992	17485	123
993	17494	105
994	17501	87
995	17509	70
996	17517	52
997	17532	35
998	17540	17
999	17548	0
